date,company,number 
02.01.2019,NEL NEL,10000
02.01.2019,NEL NEL,6000
02.01.2019,NEL,3200
02.01.2019,NEL,-3200
02.01.2019,NHY,410
03.01.2019,NHY,-410
03.01.2019,NEL,3100
04.01.2019,NEL NEL,-16000
04.01.2019,MOWI MOWI,450
04.01.2019,MOWI MOWI,-450
04.01.2019,NEL,-3100
04.01.2019,NHY,410
07.01.2019,NEL NEL,15000
07.01.2019,NEL NEL,1000
07.01.2019,NHY,-410
07.01.2019,NEL,3000
10.01.2019,NEL NEL,16000
10.01.2019,NEL NEL,18000
10.01.2019,NEL NEL,10000
10.01.2019,NEL NEL,10000
11.01.2019,YAR YARA INTERNATIONAL,200
16.01.2019,BULL NHY X3 NORDNET,-410
16.01.2019,BULL YARA X3 ND1,95
16.01.2019,BULL NHY X3 NORDNET,-700
16.01.2019,BULL YARA X3 ND1,170
17.01.2019,BULL NHY X3 NORDNET,1230
17.01.2019,BULL YARA X3 ND1,-265
22.01.2019,RECSI REC SILICON,10000
22.01.2019,RECSI REC SILICON,18000
24.01.2019,NEL NEL,-10000
24.01.2019,YAR YARA INTERNATIONAL,250
24.01.2019,EQNR EQUINOR,500
24.01.2019,RECSI REC SILICON,-10000
24.01.2019,EQNR EQUINOR,-500
24.01.2019,NOFI NORWEGIAN FINANS,900
24.01.2019,RECSI REC SILICON,-18000
24.01.2019,NOFI NORWEGIAN FINANS,240
24.01.2019,NOFI,250
24.01.2019,NEL,-3000
25.01.2019,YAR YARA INTERNATIONAL,100
25.01.2019,NOFI NORWEGIAN FINANS,-900
25.01.2019,NOFI NORWEGIAN FINANS,-240
25.01.2019,YAR YARA INTERNATIONAL,75
25.01.2019,NOFI,-250
25.01.2019,NEXT,1500
28.01.2019,NHY NORSK HYDRO,1600
29.01.2019,NEXT NEXT BIOMETRICS GP,1400
29.01.2019,YAR YARA INTERNATIONAL,-75
29.01.2019,NEXT NEXT BIOMETRICS GP,950
31.01.2019,YAR YARA INTERNATIONAL,-150
31.01.2019,NEXT NEXT BIOMETRICS GP,-1400
31.01.2019,YAR YARA INTERNATIONAL,150
31.01.2019,NEXT NEXT BIOMETRICS GP,-950
31.01.2019,BEAR PGS X2 ND,1600
05.02.2019,NEXT NEXT BIOMETRICS GP,1500
05.02.2019,BEAR PGS X2 ND,-1600
07.02.2019,BULL NHY X3 ETN DNM NO 0010708878,300
07.02.2019,NEXT,-1500
07.02.2019,NEL,2800
08.02.2019,NHY NORSK HYDRO,-1500
08.02.2019,NEXT NEXT BIOMETRICS GP,-1500
08.02.2019,NHY NORSK HYDRO,-1500
18.02.2019,NEL NEL,-10000
18.02.2019,NEL NEL,-10000
18.02.2019,EQNR EQUINOR,1000
18.02.2019,EQNR EQUINOR,-1000
18.02.2019,NEL,-2800
18.02.2019,YAR,44
20.02.2019,NEL NEL,10000
20.02.2019,NEL NEL,10000
20.02.2019,NEL,3100
20.02.2019,YAR,-44
21.02.2019,YAR YARA INTERNATIONAL,-150
21.02.2019,NEL NEL,-10000
21.02.2019,DNBH DNB,1000
21.02.2019,DNBH DNB,450
21.02.2019,YAR YARA INTERNATIONAL,-400
21.02.2019,DNBH DNB,900
21.02.2019,NEL,-3100
21.02.2019,DNB,96
21.02.2019,BULL OBX X10 NORDNET,-190
21.02.2019,BULL DNB X3 NORDNET,400
22.02.2019,DNBH DNB,-550
22.02.2019,NEL NEL,10000
22.02.2019,DNBH DNB,-900
22.02.2019,DNBH DNB,-900
22.02.2019,DNB,-96
22.02.2019,NHY,425
25.02.2019,NHY,-425
26.02.2019,EQNR EQUINOR,1000
26.02.2019,EQNR EQUINOR,600
26.02.2019,NHY,440
26.02.2019,BULL DNB X3 NORDNET,-400
26.02.2019,LEROY SEAFOOD GROUP,385
27.02.2019,EQNR EQUINOR,-800
27.02.2019,LEROY SEAFOOD GROUP,-385
27.02.2019,PHOTOCURE ASA,600
28.02.2019,EQNR EQUINOR,800
04.03.2019,BULL EQUINOR X3 ND1,-350
04.03.2019,PHOTOCURE ASA,-600
04.03.2019,BULL EQUINOR X3 ND1,350
04.03.2019,BULL DNB X3 NORDNET,430
06.03.2019,EQNR EQUINOR,-800
06.03.2019,DNBH DNB,1000
06.03.2019,EQNR EQUINOR,-800
06.03.2019,DNBH DNB,1000
06.03.2019,DNBH DNB,-1000
06.03.2019,DNBH DNB,-1000
07.03.2019,DNBH DNB,1000
07.03.2019,DNBH DNB,1000
07.03.2019,DNBH DNB,-1000
07.03.2019,NHY NORSK HYDRO,2000
07.03.2019,NHY NORSK HYDRO,2000
08.03.2019,BULL STL X3 NORDNET,275
08.03.2019,BULL DNB X3 NORDNET,-430
11.03.2019,DNBH DNB,-1000
11.03.2019,EQNR EQUINOR,800
11.03.2019,EQNR EQUINOR,-800
11.03.2019,NHY NORSK HYDRO,2000
11.03.2019,NHY NORSK HYDRO,2000
12.03.2019,NHY NORSK HYDRO,-6000
12.03.2019,NHY NORSK HYDRO,-2000
12.03.2019,EQNR EQUINOR,800
12.03.2019,EQNR EQUINOR,900
12.03.2019,EQNR EQUINOR,-800
12.03.2019,EQNR EQUINOR,-900
13.03.2019,NHY NORSK HYDRO,2000
13.03.2019,NHY NORSK HYDRO,2000
13.03.2019,NHY NORSK HYDRO,2000
13.03.2019,NHY NORSK HYDRO,2000
13.03.2019,NHY NORSK HYDRO,-2000
13.03.2019,NHY NORSK HYDRO,-2000
13.03.2019,NHY NORSK HYDRO,-2000
13.03.2019,NHY NORSK HYDRO,-2000
13.03.2019,BULL STL X3 NORDNET,-125
13.03.2019,BULL STL X3 NORDNET,-150
13.03.2019,BULL MHG X3 NORDNET,185
14.03.2019,SUBC SUBSEA 7,1000
14.03.2019,SUBC SUBSEA 7,1000
14.03.2019,SUBC SUBSEA 7,1000
14.03.2019,SUBC SUBSEA 7,-1000
14.03.2019,SUBC SUBSEA 7,-1000
14.03.2019,SUBC SUBSEA 7,-1000
14.03.2019,BULL MHG X3 NORDNET,-85
14.03.2019,BEAR PGS X2 ND,4000
15.03.2019,NHY NORSK HYDRO,2000
15.03.2019,NHY NORSK HYDRO,2000
15.03.2019,NHY NORSK HYDRO,2000
15.03.2019,NHY NORSK HYDRO,2000
15.03.2019,NHY NORSK HYDRO,-2000
15.03.2019,NHY NORSK HYDRO,-2000
15.03.2019,NHY NORSK HYDRO,-2000
15.03.2019,NHY NORSK HYDRO,-2000
15.03.2019,BEAR PGS X2 ND,-4000
15.03.2019,BULL MHG X3 NORDNET,95
18.03.2019,EQNR EQUINOR,800
18.03.2019,EQNR EQUINOR,800
18.03.2019,EQNR EQUINOR,-800
18.03.2019,EQNR EQUINOR,-800
19.03.2019,NHY NORSK HYDRO,2000
19.03.2019,NHY NORSK HYDRO,2000
19.03.2019,NHY NORSK HYDRO,2000
19.03.2019,NHY NORSK HYDRO,2000
19.03.2019,NHY NORSK HYDRO,-2000
19.03.2019,NHY NORSK HYDRO,-2000
19.03.2019,NHY NORSK HYDRO,-2000
19.03.2019,NHY NORSK HYDRO,-2000
20.03.2019,NAS NORWEGIAN AIR SHUT,2000
20.03.2019,NAS NORWEGIAN AIR SHUT,2000
20.03.2019,NHY,-440
20.03.2019,STB,220
20.03.2019,BULL MHG X3 NORDNET,-195
20.03.2019,BEAR PGS X2 ND,9000
20.03.2019,BEAR PGS X2 ND,-9000
20.03.2019,BULL NAS X2 NORDNET,6000
25.03.2019,NHY NORSK HYDRO,2000
25.03.2019,NHY NORSK HYDRO,1000
27.03.2019,NHY NORSK HYDRO,-1000
01.04.2019,NHY NORSK HYDRO,-1000
01.04.2019,NAS NORWEGIAN AIR SHUT,2000
01.04.2019,NHY NORSK HYDRO,-1000
01.04.2019,NAS NORWEGIAN AIR SHUT,1000
04.04.2019,NAS NORWEGIAN AIR SHUT,-1000
04.04.2019,NAS NORWEGIAN AIR SHUT,-6000
04.04.2019,EQNR EQUINOR,600
04.04.2019,EQNR EQUINOR,900
04.04.2019,BULL NAS X2 NORDNET,-2000
04.04.2019,BULL NAS X2 NORDNET,-4000
04.04.2019,BULL STL X3 NORDNET,60
04.04.2019,BULL STL X3 NORDNET,100
05.04.2019,BULKIN Bulk Invest ASA,-10000
08.04.2019,EQNR EQUINOR,-500
08.04.2019,NEL NEL,15000
08.04.2019,EQNR EQUINOR,-1000
08.04.2019,BULL STL X3 NORDNET,-160
08.04.2019,NEL ASA,2600
09.04.2019,DNBH DNB,500
09.04.2019,DNBH DNB,500
09.04.2019,DNBH DNB,250
09.04.2019,DNBH DNB,-500
09.04.2019,NHY NORSK HYDRO,2000
10.04.2019,ADE ADEVINTA,50
10.04.2019,ADEA Adevinta ser. A,50
11.04.2019,DNBH DNB,-750
17.04.2019,NEL NEL,1865
23.04.2019,WAWI WALLENIUS WILHELMS,1600
23.04.2019,WAWI WALLENIUS WILHELMS,1600
23.04.2019,WAWI WALLENIUS WILHELMS,1000
23.04.2019,WAWI WALLENIUS WILHELMS,-1000
23.04.2019,WAWI WALLENIUS WILHELMS,-1000
25.04.2019,WAWI WALLENIUS WILHELMS,1032
25.04.2019,WAWI WALLENIUS WILHELMS,-361
25.04.2019,NEL ASA,-2600
25.04.2019,BULL MHG X3 NORDNET,165
26.04.2019,WAWI WALLENIUS WILHELMS,1500
26.04.2019,NEL NEL,-15000
26.04.2019,WAWI WALLENIUS WILHELMS,1829
26.04.2019,NEL NEL,-1865
26.04.2019,BULL MHG X3 NORDNET,-165
26.04.2019,BULL YAR X3 NORDNET,310
26.04.2019,BULL YAR X3 NORDNET,-310
26.04.2019,BULL AKERBP DNM,150
29.04.2019,WAWI WALLENIUS WILHELMS,1500
29.04.2019,NEL NEL,-10000
29.04.2019,AKERBP,55
29.04.2019,STB,-220
30.04.2019,NHY NORSK HYDRO,2000
08.05.2019,WAWI WALLENIUS WILHELMS,-1500
09.05.2019,NHY NORSK HYDRO,1500
13.05.2019,NHY NORSK HYDRO,-1500
13.05.2019,WAWI WALLENIUS WILHELMS,1500
15.05.2019,WAWI WALLENIUS WILHELMS,-1500
15.05.2019,NHY NORSK HYDRO,-4000
15.05.2019,NEL NEL,-10000
15.05.2019,NEL NEL,-20000
15.05.2019,WAWI WALLENIUS WILHELMS,-2000
15.05.2019,NHY NORSK HYDRO,-2000
15.05.2019,WAWI WALLENIUS WILHELMS,-2000
15.05.2019,BULL OBX X10 NORDNET,-400
15.05.2019,BULL OBX X10 NORDNET,-400
15.05.2019,BEAR MHG X3 NORDNET,5000
15.05.2019,BEAR OBX X10 NORDNET,20000
15.05.2019,BEAR OBX X10 NORDNET,33000
20.05.2019,WAWI WALLENIUS WILHELMS,2000
20.05.2019,NEL NEL,-10000
20.05.2019,WAWI WALLENIUS WILHELMS,2000
20.05.2019,WAWI WALLENIUS WILHELMS,-2000
20.05.2019,BULL OBX X10 ND,-120
20.05.2019,BEAR MOWI X3 DNM,22000
20.05.2019,BULL OBX X10 ND,-200
20.05.2019,BEAR OBX X10 ND,15000
20.05.2019,BULL NHY X3 NORDNET,-1230
20.05.2019,BULL AKERBP DNM,-150
20.05.2019,BULL NHY X3 NORDNET,1250
21.05.2019,BULL OBX X10 ND,-200
21.05.2019,BEAR OBX X10 ND,15000
21.05.2019,BULL NHY X3 NORDNET,-1250
21.05.2019,BEAR OBX X10 NORDNET,47000
22.05.2019,NHY NORSK HYDRO,2000
22.05.2019,NHY NORSK HYDRO,2000
22.05.2019,NHY NORSK HYDRO,-4000
22.05.2019,BEAR DAX X15 NORDNET,29000
23.05.2019,NEL NEL,-10000
23.05.2019,WAWI WALLENIUS WILHELMS,-2000
23.05.2019,NEL NEL,10000
23.05.2019,NHY NORSK HYDRO,4000
23.05.2019,NHY NORSK HYDRO,4000
23.05.2019,NEL NEL,20000
23.05.2019,BEAR OBX X10 ND,-15000
23.05.2019,BEAR MOWI X3 DNM,38000
23.05.2019,BEAR OBX X10 ND,-15000
23.05.2019,BULL OBX X10 ND,300
23.05.2019,BULL NHY X3 ETN DNM NO 0010708878,400
23.05.2019,BEAR DAX X15 NORDNET,-14000
23.05.2019,BEAR MHG X3 NORDNET,800
23.05.2019,BEAR DAX X15 NORDNET,-15000
23.05.2019,BEAR OBX X10 NORDNET,-25000
23.05.2019,BULL STL X3 DNM,575
24.05.2019,NHY NORSK HYDRO,4000
24.05.2019,NHY NORSK HYDRO,2000
24.05.2019,WAWI WALLENIUS WILHELMS,2000
24.05.2019,BEAR OBX X10 NORDNET,-25000
24.05.2019,BEAR OBX X10 NORDNET,-50000
24.05.2019,NEL ASA,5250
28.05.2019,BEAR MOWI X3 DNM,-60000
28.05.2019,NEL NEL,10000
28.05.2019,NEXT NEXT BIOMETRICS GP,1200
28.05.2019,BULL OBX X10 NORDNET,5
28.05.2019,NEL ASA,-2500
28.05.2019,BULL OBX X10 NORDNET,230
28.05.2019,NEL ASA,-2750
28.05.2019,NEXT,2000
28.05.2019,BULL OBX X10 NORDNET,140
28.05.2019,BULL OBX X10 NORDNET,5
28.05.2019,BULL OBX X10 NORDNET,325
28.05.2019,BEAR MHG X3 NORDNET,-5800
04.06.2019,NHY NORSK HYDRO,-2500
04.06.2019,NEL NEL,10000
04.06.2019,NHY NORSK HYDRO,-2000
04.06.2019,NEL NEL,10000
04.06.2019,AKERBP,-55
04.06.2019,NEL,1900
06.06.2019,NHY NORSK HYDRO,-1500
06.06.2019,NEXT NEXT BIOMETRICS GP,5000
06.06.2019,NEXT NEXT BIOMETRICS GP,2000
06.06.2019,NEXT NEXT BIOMETRICS GP,1000
11.06.2019,NEXT NEXT BIOMETRICS GP,-1200
12.06.2019,NEL NEL,-2000
12.06.2019,NEL NEL,-2000
12.06.2019,NEXT,-2000
12.06.2019,BULL OBX X10 NORDNET,140
21.06.2019,NEL NEL,-2000
21.06.2019,NEL NEL,-4000
21.06.2019,BULL EQUINOR X3 ND1,175
02.07.2019,NEXT NEXT BIOMETRICS GP,-8000
02.07.2019,NEL,-1900
02.07.2019,NHY,450
05.07.2019,NHY NORSK HYDRO,1250
10.09.2019,NHY NORSK HYDRO,-1250
10.09.2019,ELK ELKEM,1400
10.09.2019,NHY,-450
10.09.2019,ELK,630
11.09.2019,NHY NORSK HYDRO,-1000
12.09.2019,NHY NORSK HYDRO,1000
13.09.2019,ELK ELKEM,-1400
16.09.2019,ELK ELKEM,1600
16.09.2019,ELK ELKEM,-1600
16.09.2019,BULL NHY X3 NORDNET,980
16.09.2019,BULL STL X3 DNM,-275
17.09.2019,ELK ELKEM,1600
18.09.2019,BULL NHY X3 NORDNET,100
20.09.2019,BULL EQUINOR X3 ND1,-174
20.09.2019,HEX HEXAGON COMPOSITES,1000
02.10.2019,HEX HEXAGON COMPOSITES,-1000
02.10.2019,BULL EQUINOR X3 ND1,198
23.10.2019,NHY NORSK HYDRO,-2000
23.10.2019,GJF GJENSIDIGE FORSIKR,350
23.10.2019,NHY NORSK HYDRO,-2000
23.10.2019,GJF GJENSIDIGE FORSIKR,400
23.10.2019,Adevinta TR,50
23.10.2019,BULL NHY X3 NORDNET,-1080
23.10.2019,BULL GJF X3 NORDNET,125
24.10.2019,GJF GJENSIDIGE FORSIKR,-350
24.10.2019,HEX HEXAGON COMPOSITES,1000
24.10.2019,GJF GJENSIDIGE FORSIKR,-400
24.10.2019,HEX HEXAGON COMPOSITES,1000
24.10.2019,ADEA Adevinta ser. A,-50
24.10.2019,ADE ADEVINTA,50
24.10.2019,BULL EQUINOR X3 ND1,-199
24.10.2019,HEX HEXAGON COMPOSITES,1000
24.10.2019,BULL GJF X3 NORDNET,-125
24.10.2019,HEXAGON COMPOSITES,400
28.10.2019,HEX HEXAGON COMPOSITES,1000
28.10.2019,HEX HEXAGON COMPOSITES,1000
30.10.2019,HEX HEXAGON COMPOSITES,-1000
30.10.2019,HEX HEXAGON COMPOSITES,-1000
31.10.2019,DNO DNO,6000
31.10.2019,HEX HEXAGON COMPOSITES,-2000
31.10.2019,NHY NORSK HYDRO,-2000
31.10.2019,NHY NORSK HYDRO,-2000
31.10.2019,ELK ELKEM,-1600
31.10.2019,DNO DNO,-6000
31.10.2019,NEL NEL,-10000
31.10.2019,HEX HEXAGON COMPOSITES,4000
31.10.2019,HEX HEXAGON COMPOSITES,2000
31.10.2019,HEX HEXAGON COMPOSITES,2000
31.10.2019,HEX HEXAGON COMPOSITES,216
31.10.2019,HEXAGON COMPOSITES,-400
31.10.2019,BULL STL X3 DNM,400
31.10.2019,BULL STL X3 DNM,-400
31.10.2019,BULL STL X3 NORDNET,225
01.11.2019,HEX HEXAGON COMPOSITES,1784
01.11.2019,Adevinta TR,760
01.11.2019,BULL STL X3 DNM,-300
01.11.2019,BULL TGS X3 NORDNET,195
04.11.2019,BULL STL X3 NORDNET,-225
04.11.2019,BULL MHG X3 NORDNET,95
05.11.2019,NEL ASA,3200
05.11.2019,BULL TGS X3 NORDNET,-195
05.11.2019,BULL MHG X3 NORDNET,-95
07.11.2019,Adevinta TR,-50
08.11.2019,HEX HEXAGON COMPOSITES,-1000
08.11.2019,PEN PANORO ENERGY,1700
08.11.2019,NEL ASA,-1600
08.11.2019,BULL TGS X3 NORDNET,210
08.11.2019,PANORO ENERGY ASA,575
08.11.2019,NEL ASA,-1600
11.11.2019,HEX HEXAGON COMPOSITES,-2000
11.11.2019,Adevinta TR,-760
12.11.2019,PEN PANORO ENERGY,3000
13.11.2019,PEN PANORO ENERGY,3000
18.11.2019,HEX HEXAGON COMPOSITES,-2000
18.11.2019,SCHA SCHIBSTED SER. A,50
18.11.2019,SCHB SCHIBSTED SER. B,50
18.11.2019,PEN PANORO ENERGY,674
18.11.2019,BULL TGS X3 NORDNET,-210
18.11.2019,BULL YARA X3 ND1,185
19.11.2019,PEN PANORO ENERGY,1326
19.11.2019,NEL NEL,-10000
19.11.2019,PEN PANORO ENERGY,2000
19.11.2019,PEN PANORO ENERGY,-2000
19.11.2019,NEL NEL,10000
19.11.2019,PEN PANORO ENERGY,-2000
19.11.2019,PEN PANORO ENERGY,-2000
20.11.2019,NEL NEL,10000
20.11.2019,PEN PANORO ENERGY,-4000
20.11.2019,NEL NEL,10000
20.11.2019,HEX HEXAGON COMPOSITES,1000
20.11.2019,PEN PANORO ENERGY,-1700
20.11.2019,NEL NEL,2750
20.11.2019,PANORO ENERGY ASA,-575
20.11.2019,NEL ASA,1600
21.11.2019,ADE ADEVINTA,10
22.11.2019,NEL NEL,-2750
22.11.2019,ADE ADEVINTA,90
22.11.2019,BULL YARA X3 ND1,100
22.11.2019,NEL ASA,-1600
22.11.2019,BULL NHY X3 NORDNET,1400
26.11.2019,NEL NEL,-10000
27.11.2019,WAWI WALLENIUS WILHELMS,2000
27.11.2019,WAWI WALLENIUS WILHELMS,2000
27.11.2019,HEX HEXAGON COMPOSITES,-1000
27.11.2019,WAWI WALLENIUS WILHELMS,-2000
27.11.2019,ADE ADEVINTA,100
28.11.2019,WAWI WALLENIUS WILHELMS,-2000
02.12.2019,NEL NEL,10000
02.12.2019,HEX HEXAGON COMPOSITES,1000
13.12.2019,BULL YARA X3 ND1,-100
16.12.2019,NEL NEL,-10000
17.12.2019,HEX HEXAGON COMPOSITES,-1000
17.12.2019,NHY NORSK HYDRO,1400
17.12.2019,NHY NORSK HYDRO,2000
18.12.2019,NHY NORSK HYDRO,1250
19.12.2019,HEX HEXAGON COMPOSITES,-2000
19.12.2019,NHY NORSK HYDRO,2000
19.12.2019,NEL NEL,-10000
19.12.2019,NHY NORSK HYDRO,2000
19.12.2019,NEL NEL,-10000
19.12.2019,HEX HEXAGON COMPOSITES,-2000
19.12.2019,NHY NORSK HYDRO,-2000
19.12.2019,HEX HEXAGON COMPOSITES,-2000
19.12.2019,NEL NEL,-10000
19.12.2019,NHY NORSK HYDRO,-2000
19.12.2019,ELK,-235
20.12.2019,ELK ELKEM,3000
20.12.2019,NEL NEL,-10000
20.12.2019,WAWI WALLENIUS WILHELMS,-2000
20.12.2019,NEL NEL,-10000
20.12.2019,ELK ELKEM,-3000
23.12.2019,WAWI WALLENIUS WILHELMS,-2200
23.12.2019,NHY NORSK HYDRO,-1250
23.12.2019,ELK,-395
27.12.2019,BULL YARA X3 ND1,-185
27.12.2019,BULL YARA X3 ND1,-185
02.01.2020,IDEX IDEX BIOMETRICS,30000
02.01.2020,YAR YARA INTERNATIONAL,500
02.01.2020,YAR YARA INTERNATIONAL,500
02.01.2020,YAR YARA INTERNATIONAL,500
02.01.2020,YAR YARA INTERNATIONAL,300
02.01.2020,BULL YARA X3 ND1,100
02.01.2020,IDEX Biometrics ASA,13000
02.01.2020,IDEX,11000
06.01.2020,IDEX IDEX BIOMETRICS,20000
07.01.2020,WAWI WALLENIUS WILHELMS,-1800
07.01.2020,NHY NORSK HYDRO,1400
14.01.2020,BULL NHY X3 NORDNET,-1400
14.01.2020,BULL YARA X3 ND1,180
07.02.2020,YAR YARA INTERNATIONAL,-300
07.02.2020,NHY NORSK HYDRO,3800
07.02.2020,YAR YARA INTERNATIONAL,-300
07.02.2020,NHY NORSK HYDRO,4000
07.02.2020,YAR YARA INTERNATIONAL,-200
07.02.2020,NHY NORSK HYDRO,2400
07.02.2020,BULL YARA X3 ND1,-180
07.02.2020,BULL NHY X3 NORDNET,2850
10.02.2020,YAR YARA INTERNATIONAL,-200
10.02.2020,WAWI WALLENIUS WILHELMS,3000
11.02.2020,IDEX IDEX BIOMETRICS,12000
11.02.2020,NHY NORSK HYDRO,-3000
11.02.2020,HEX HEXAGON COMPOSITES,1200
12.02.2020,HEX HEXAGON COMPOSITES,1200
12.02.2020,NHY NORSK HYDRO,-2000
12.02.2020,WAWI WALLENIUS WILHELMS,2500
24.02.2020,IDEX IDEX BIOMETRICS,5000
26.02.2020,NHY NORSK HYDRO,2500
28.02.2020,NHY NORSK HYDRO,2500
28.02.2020,YAR YARA INTERNATIONAL,140
03.03.2020,IDEX IDEX BIOMETRICS,11000
03.03.2020,NHY NORSK HYDRO,-2000
03.03.2020,NHY NORSK HYDRO,2200
09.03.2020,EQNR EQUINOR,225
10.03.2020,EQNR EQUINOR,225
11.03.2020,EQNR EQUINOR,-450
11.03.2020,BULL YARA X3 ND1,-100
11.03.2020,YAR YARA INTERNATIONAL,160
12.03.2020,YAR YARA INTERNATIONAL,-100
12.03.2020,YAR YARA INTERNATIONAL,-150
12.03.2020,NHY NORSK HYDRO,-1200
12.03.2020,YAR YARA INTERNATIONAL,-150
12.03.2020,BULL OBX X10 ND,-1700
13.03.2020,YAR YARA INTERNATIONAL,80
13.03.2020,YAR YARA INTERNATIONAL,-80
13.03.2020,NHY NORSK HYDRO,5000
13.03.2020,HEX HEXAGON COMPOSITES,2500
13.03.2020,YAR YARA INTERNATIONAL,95
13.03.2020,HEX HEXAGON COMPOSITES,-1200
13.03.2020,NHY NORSK HYDRO,-2500
16.03.2020,YAR YARA INTERNATIONAL,-100
16.03.2020,YAR YARA INTERNATIONAL,-100
16.03.2020,NHY NORSK HYDRO,-2500
16.03.2020,NHY NORSK HYDRO,2500
16.03.2020,YAR YARA INTERNATIONAL,-95
16.03.2020,BULL NHY X3 ETN DNM NO 0010708878,-5200
16.03.2020,YAR YARA INTERNATIONAL,160
16.03.2020,HEX HEXAGON COMPOSITES,1500
17.03.2020,EQNR EQUINOR,400
17.03.2020,EQNR EQUINOR,-400
17.03.2020,EQNR EQUINOR,600
17.03.2020,EQNR EQUINOR,-600
18.03.2020,DNBH DNB,500
18.03.2020,DNBH DNB,-500
18.03.2020,EQNR EQUINOR,400
18.03.2020,EQNR EQUINOR,-400
19.03.2020,AKRBP AKER BP,600
19.03.2020,HEX HEXAGON COMPOSITES,2200
19.03.2020,YAR YARA INTERNATIONAL,240
19.03.2020,STB STOREBRAND,2000
19.03.2020,STB STOREBRAND,-2000
19.03.2020,AKRBP AKER BP,500
19.03.2020,AKRBP AKER BP,400
20.03.2020,STB STOREBRAND,2000
20.03.2020,AKRBP AKER BP,-300
20.03.2020,AKRBP AKER BP,-300
20.03.2020,NHY NORSK HYDRO,2500
20.03.2020,NHY NORSK HYDRO,-2500
20.03.2020,STB STOREBRAND,-2000
20.03.2020,STB STOREBRAND,2000
20.03.2020,AKRBP AKER BP,-300
20.03.2020,NHY NORSK HYDRO,2000
20.03.2020,AKRBP AKER BP,-300
20.03.2020,AKRBP AKER BP,-300
20.03.2020,NHY NORSK HYDRO,2000
20.03.2020,STB STOREBRAND,-2000
20.03.2020,NHY NORSK HYDRO,-2000
23.03.2020,EQNR EQUINOR,450
23.03.2020,EQNR EQUINOR,-450
23.03.2020,YAR YARA INTERNATIONAL,-200
23.03.2020,NHY NORSK HYDRO,2000
23.03.2020,NHY NORSK HYDRO,-2000
24.03.2020,NHY NORSK HYDRO,3000
24.03.2020,YAR YARA INTERNATIONAL,100
24.03.2020,NHY NORSK HYDRO,-1500
24.03.2020,YAR YARA INTERNATIONAL,200
24.03.2020,YAR YARA INTERNATIONAL,100
24.03.2020,NHY NORSK HYDRO,-2000
25.03.2020,YAR YARA INTERNATIONAL,200
25.03.2020,IDEX IDEX BIOMETRICS,-11000
25.03.2020,YAR YARA INTERNATIONAL,200
25.03.2020,YAR YARA INTERNATIONAL,200
26.03.2020,YAR YARA INTERNATIONAL,-150
27.03.2020,NHY NORSK HYDRO,2000
30.03.2020,YAR YARA INTERNATIONAL,-200
30.03.2020,NHY NORSK HYDRO,2500
30.03.2020,YAR YARA INTERNATIONAL,250
30.03.2020,MOWI MOWI,550
30.03.2020,MOWI MOWI,-550
30.03.2020,NHY NORSK HYDRO,-2500
31.03.2020,NEL NEL,6000
31.03.2020,NEL NEL,10000
31.03.2020,NEL NEL,5000
31.03.2020,NEL NEL,-5000
02.04.2020,NEL NEL,4000
03.04.2020,NEL NEL,-6000
03.04.2020,NEL NEL,-4000
06.04.2020,NHY NORSK HYDRO,2000
06.04.2020,NHY NORSK HYDRO,2000
07.04.2020,NHY NORSK HYDRO,3000
07.04.2020,NHY NORSK HYDRO,-3000
08.04.2020,NHY NORSK HYDRO,3000
14.04.2020,NHY NORSK HYDRO,3000
14.04.2020,NHY NORSK HYDRO,-3000
14.04.2020,HEX HEXAGON COMPOSITES,-2000
14.04.2020,NHY NORSK HYDRO,3000
14.04.2020,NHY NORSK HYDRO,-3000
14.04.2020,HEX HEXAGON COMPOSITES,2000
14.04.2020,NEL NEL,-5000
15.04.2020,HEX HEXAGON COMPOSITES,1600
15.04.2020,NHY NORSK HYDRO,3000
17.04.2020,NHY NORSK HYDRO,-3000
17.04.2020,YAR YARA INTERNATIONAL,200
20.04.2020,IDEX Biometrics ASA,-6000
20.04.2020,BULL MHG X3 NORDNET,190
20.04.2020,IDEX,-5000
20.04.2020,IDEX,-6000
20.04.2020,MOWI,65
20.04.2020,MOWI,70
23.04.2020,NHY NORSK HYDRO,-3000
23.04.2020,YAR YARA INTERNATIONAL,200
23.04.2020,IDEX Biometrics ASA,-7000
23.04.2020,BULL YAR X3 NORDNET,450
23.04.2020,BULL MHG X3 NORDNET,-190
23.04.2020,BULL YAR X3 NORDNET,425
24.04.2020,YAR YARA INTERNATIONAL,-200
24.04.2020,BULL MHG X3 NORDNET,245
24.04.2020,BULL YAR X3 NORDNET,-425
24.04.2020,BULL MHG X3 NORDNET,225
24.04.2020,BULL YAR X3 NORDNET,-450
27.04.2020,IDEX IDEX BIOMETRICS,25000
28.04.2020,NHY NORSK HYDRO,-2000
28.04.2020,NHY NORSK HYDRO,-3000
28.04.2020,ADE ADEVINTA,300
28.04.2020,IDEX IDEX BIOMETRICS,-10000
28.04.2020,ABG ABG SUNDAL COLLIER,6000
28.04.2020,YAR YARA INTERNATIONAL,-200
28.04.2020,NEL NEL,-5000
28.04.2020,NHY NORSK HYDRO,-3000
28.04.2020,ABG ABG SUNDAL COLLIER,16000
28.04.2020,BULL MHG X3 NORDNET,-170
